,gloss,bbox,fps,frame_end,frame_start,instance_id,signer_id,source,split,url,variation_id,video_id
2666,with,"[393, 58, 823, 720]",25,-1,1,11,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/with.mp4,0,63588
2667,with,"[633, 63, 1662, 1080]",25,-1,1,12,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20With-sLUkJtZiNn8.mp4,0,63589
2668,with,"[139, 5, 518, 480]",25,-1,1,13,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468928850.9790.mp4,0,63590
2669,with,"[96, 5, 514, 480]",25,-1,1,14,14,handspeak,train,https://www.handspeak.com/word/w/with.mp4,0,63591
2670,with,"[65, 12, 210, 192]",25,-1,1,15,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9702.mp4,0,63592
2671,with,"[85, 18, 433, 360]",25,-1,1,16,5,aslu,train,https://www.youtube.com/watch?v=g4AwGIjxn7k,0,63593
2672,write,"[0, 0, 360, 240]",25,4172,4096,0,9,asl5200,test,https://www.youtube.com/watch?v=A5dihMAjeTE,0,64049
2673,write,"[375, 42, 940, 720]",25,-1,1,1,115,aslbrick,test,http://aslbricks.org/New/ASL-Videos/write.mp4,0,69544
2674,write,"[146, 47, 426, 360]",25,2765,2672,2,121,northtexas,train,https://www.youtube.com/watch?v=WGfiiDgrq1I,0,70261
2675,write,"[68, 7, 524, 480]",25,-1,1,3,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468929385.6917.mp4,0,64060
2676,write,"[123, 30, 511, 480]",25,-1,1,4,15,asldeafined,val,https://media.asldeafined.com/vocabulary/1522768314.6956.mp4,0,64061
2677,write,"[67, 11, 252, 240]",25,-1,1,5,14,handspeak,val,https://www.handspeak.com/word/w/write2.mp4,0,64062
2678,write,"[66, 11, 253, 240]",25,-1,1,7,20,handspeak,train,https://www.handspeak.com/word/w/write.mp4,0,64064
2679,write,"[59, 17, 215, 192]",25,-1,1,8,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/8/8441.mp4,0,64065
2680,write,"[155, 8, 458, 370]",25,-1,1,9,88,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WR/WRITE-1467.mp4,0,66815
2681,write,"[49, 0, 279, 240]",25,-1,1,10,42,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/51100.mp4,0,64056
2682,write,"[68, 20, 378, 360]",25,-1,1,11,109,asllex,val,https://youtu.be/ggCEDV4EoGs,0,67008
2683,write,"[316, 38, 981, 720]",25,-1,1,12,5,aslu,train,https://www.youtube.com/watch?v=3RYUgwyFzgM,0,64066
2684,write,"[151, 8, 495, 360]",25,-1,1,13,5,aslu,train,https://www.youtube.com/watch?v=rqBe62cqd6w,0,64067
2685,write,"[205, 61, 555, 400]",25,-1,1,14,12,aslsearch,train,http://www.aslsearch.com/signs/videos/write.mp4,0,64068
2686,write,"[237, 13, 526, 414]",25,-1,1,15,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/write.mp4,0,64057
2687,write,"[395, 55, 800, 720]",25,-1,1,16,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/writing.mp4,0,64058
2688,write,"[635, 73, 1424, 1080]",25,-1,1,17,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Write-2Vss5wDKFhg.mp4,0,64059
2689,yesterday,"[0, 0, 360, 240]",25,241,175,0,9,asl5200,train,https://www.youtube.com/watch?v=BRO-oYGV224,0,64303
2690,yesterday,"[157, 52, 419, 360]",25,4409,4299,1,121,northtexas,test,https://www.youtube.com/watch?v=bq-HmgjGzmw,1,70347
2691,yesterday,"[316, 26, 1253, 1080]",25,-1,1,2,46,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Yesterday-ODfO21WATKY.mp4,0,64307
2692,yesterday,"[781, 118, 1632, 1079]",25,-1,1,3,31,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Yesterday-OTcqJCUGZxY.mp4,1,64308
2693,yesterday,"[117, 5, 528, 480]",25,-1,1,4,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468774999.2098.mp4,0,64309
2694,yesterday,"[82, 0, 507, 480]",25,-1,1,5,14,handspeak,val,https://www.handspeak.com/word/y/yesterday.mp4,0,64310
2695,yesterday,"[40, 14, 210, 192]",25,-1,1,6,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22109.mp4,0,64311
2696,yesterday,"[240, 50, 906, 720]",25,-1,1,7,5,aslu,val,https://www.youtube.com/watch?v=BrSb83b9kbY,0,64312
2697,yesterday,"[134, 11, 461, 370]",25,-1,1,8,88,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/YE/YESTERDAY-327.mp4,0,66821
2698,yesterday,"[139, 12, 462, 370]",25,-1,1,9,88,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/YE/YESTERDAY-328.mp4,1,66822
2699,yesterday,"[67, 18, 374, 360]",25,-1,1,10,109,asllex,train,https://youtu.be/Y4I4o8336WM,0,67014
2700,yesterday,"[244, 53, 895, 720]",25,-1,1,11,5,aslu,train,https://www.youtube.com/watch?v=WaIrad_avQI,1,64313
2701,yesterday,"[15, 14, 196, 240]",25,-1,1,12,24,aslpro,train,http://www.aslpro.com/main/y/yesterday.swf,1,64314
2702,yesterday,"[231, 44, 482, 400]",25,-1,1,13,41,aslsearch,train,http://www.aslsearch.com/signs/videos/yesterday.mp4,1,64315
2703,yesterday,"[39, 0, 278, 240]",25,-1,1,14,42,spreadthesign,test,https://media.spreadthesign.com/video/mp4/13/51108.mp4,0,64304
2704,yesterday,"[386, 42, 811, 720]",25,-1,1,15,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/yesterday2.mp4,0,64305
2705,yesterday,"[387, 51, 800, 720]",25,-1,1,16,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/yesterday.mp4,1,64306
2706,again,"[0, 0, 360, 240]",25,1178,1139,0,9,asl5200,test,https://www.youtube.com/watch?v=jPn0FQxkdBc,0,01457
2707,again,"[356, 9, 921, 720]",25,51,1,1,111,lillybauer,test,https://www.youtube.com/watch?v=6JlqUMRxHwo,0,68276
2708,again,"[88, 25, 279, 240]",25,3621,3541,2,121,northtexas,train,https://www.youtube.com/watch?v=hjS0dQDgbjo,0,70219
2709,again,"[69, 15, 209, 192]",25,-1,1,3,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6335.mp4,0,01466
2710,again,"[292, 25, 911, 720]",25,-1,1,4,47,scott,train,https://www.youtube.com/watch?v=FMsqLT9Acso,0,01467
2711,again,"[329, 41, 945, 720]",25,-1,1,5,5,aslu,val,https://www.youtube.com/watch?v=wTNv94AY-yE,0,01468
2712,again,"[351, 50, 956, 720]",25,-1,1,6,5,aslu,train,https://www.youtube.com/watch?v=YEz-iyZ0kL0,0,01469
2713,again,"[170, 13, 469, 370]",25,-1,1,7,88,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/AG/AGAIN-400.mp4,0,65032
2714,again,"[68, 9, 239, 240]",25,-1,1,8,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/118365.mp4,0,01460
2715,again,"[1, 19, 211, 240]",25,-1,1,9,24,aslpro,train,http://www.aslpro.com/main/a/again.swf,0,01470
2716,again,"[135, 49, 547, 400]",25,-1,1,10,12,aslsearch,train,http://www.aslsearch.com/signs/videos/again.mp4,0,01471
2717,again,"[168, 17, 527, 414]",25,-1,1,11,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/again.mp4,0,01461
2718,again,"[538, 62, 1765, 1080]",25,-1,1,12,27,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Again-EYX5aL3d8_M.mp4,0,01462
2719,again,"[101, 29, 514, 480]",25,-1,1,13,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466171389.6039.mp4,0,01463
2720,again,"[123, 30, 580, 480]",25,-1,1,14,15,asldeafined,train,https://media.asldeafined.com/vocabulary/1522766184.698.mp4,0,01464
2721,again,"[178, 35, 509, 480]",25,-1,1,15,14,handspeak,train,https://www.handspeak.com/word/a/again.mp4,0,01465
2722,bad,"[0, 0, 360, 240]",25,393,347,0,9,asl5200,test,https://www.youtube.com/watch?v=pDqITge_TGs,0,04694
2723,bad,"[327, 41, 877, 720]",25,-1,1,1,118,aslbrick,test,http://aslbricks.org/New/ASL-Videos/bad.mp4,0,69219
2724,bad,"[212, 16, 522, 414]",25,-1,1,2,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/bad.mp4,0,04709
2725,bad,"[739, 67, 1637, 1080]",25,-1,1,5,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Bad-2099RpCyLwU.mp4,0,04712
2726,bad,"[231, 7, 579, 360]",25,-1,1,6,52,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20bad5.mp4,0,04713
2727,bad,"[128, 31, 538, 480]",25,-1,1,8,13,asldeafined,val,https://media.asldeafined.com/vocabulary/1466648215.3053.mp4,0,04715
2728,bad,"[104, 0, 514, 480]",25,-1,1,9,20,handspeak,train,https://www.handspeak.com/word/b/bad.mp4,0,04716
2729,bad,"[61, 16, 211, 192]",25,-1,1,10,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/6/6529.mp4,0,04717
2730,bad,"[166, 4, 477, 370]",25,-1,1,11,88,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BA/BAD-29.mp4,0,65125
2731,bad,"[65, 11, 258, 240]",25,-1,1,12,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/123148.mp4,0,04708
2732,bad,"[100, 8, 375, 360]",25,-1,1,13,109,asllex,train,https://youtu.be/-kgTBeOw95A,0,67381
2733,bad,"[75, 15, 238, 192]",25,-1,1,14,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6944.mp4,0,04718
2734,bad,"[158, 6, 493, 360]",25,-1,1,16,5,aslu,val,https://www.youtube.com/watch?v=BUhCGlNOqRA,0,04720
2735,bad,"[334, 39, 923, 720]",25,-1,1,17,5,aslu,train,https://www.youtube.com/watch?v=prwtXZ1o2As,0,04721
2736,bad,"[27, 9, 229, 240]",25,-1,1,18,16,aslpro,train,http://www.aslpro.com/main/b/bad.swf,0,04722
2737,bad,"[164, 49, 523, 400]",25,-1,1,19,12,aslsearch,train,http://www.aslsearch.com/signs/videos/bad.mp4,0,04723
2738,ball,"[0, 0, 360, 240]",25,633,577,0,9,asl5200,test,https://www.youtube.com/watch?v=pDqITge_TGs,0,04833
2739,ball,"[371, 25, 892, 720]",25,-1,1,1,119,aslbrick,test,http://aslbricks.org/New/ASL-Videos/ball.mp4,0,69221
2740,ball,"[210, 16, 534, 414]",25,-1,1,2,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/ball.mp4,0,04850
2741,ball,"[380, 13, 816, 480]",25,-1,1,3,52,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20ball-u7YdwN89Leg.mp4,0,04851
2742,ball,"[95, 20, 565, 480]",25,-1,1,4,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466648644.5380.mp4,0,04852
2743,ball,"[113, 3, 511, 480]",25,-1,1,5,20,handspeak,val,https://www.handspeak.com/word/b/ball.mp4,0,04853
2744,ball,"[73, 15, 215, 192]",25,-1,1,6,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14844.mp4,0,04854
2745,ball,"[71, 19, 215, 191]",25,-1,1,10,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/6/6775.mp4,0,04858
2746,ball,"[183, 3, 491, 370]",25,-1,1,11,88,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BA/BALL-382.mp4,0,65131
2747,ball,"[43, 8, 262, 240]",25,-1,1,12,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/123213.mp4,0,04849
2748,ball,"[93, 13, 395, 360]",25,-1,1,13,109,asllex,train,https://youtu.be/pqPXlU9_Chc,0,67385
2749,ball,"[371, 18, 1066, 720]",25,-1,1,14,5,aslu,train,https://www.youtube.com/watch?v=1WX8ohyKYQY,0,04859
2750,ball,"[130, 37, 400, 342]",25,-1,1,15,64,aslu,val,https://www.youtube.com/watch?v=FXU1RbwSJvU,0,04860
2751,ball,"[347, 68, 952, 720]",25,-1,1,16,5,aslu,train,https://www.youtube.com/watch?v=vnmpdsQdbFc,0,04861
2752,ball,"[7, 9, 248, 240]",25,-1,1,17,49,aslpro,train,http://www.aslpro.com/main/b/ball.swf,0,04862
2753,ball,"[217, 39, 481, 400]",25,-1,1,19,41,aslsearch,train,http://www.aslsearch.com/signs/videos/ball.mp4,0,04864
2754,bathroom,"[0, 0, 360, 240]",25,1208,1142,0,9,asl5200,test,https://www.youtube.com/watch?v=pDqITge_TGs,0,05296
2755,bathroom,"[373, 20, 800, 480]",25,-1,1,1,52,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Bathroom-u7XrB6j-o3E.mp4,0,05299
2756,bathroom,"[125, 23, 527, 480]",25,-1,1,2,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466649768.1620.mp4,0,05300
2757,bathroom,"[119, 3, 491, 360]",25,-1,1,3,20,handspeak,train,https://www.handspeak.com/word/b/bathroom2.mp4,0,05301
2758,bathroom,"[42, 4, 529, 360]",25,-1,1,4,14,handspeak,train,https://www.handspeak.com/word/b/bathroom.mp4,0,05302
2759,bathroom,"[85, 17, 203, 192]",25,-1,1,5,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/23/23911.mp4,0,05303
2760,bathroom,"[310, 28, 925, 720]",25,-1,1,6,5,aslu,train,https://www.youtube.com/watch?v=2xdhyJEgXdI,0,05304
2761,bathroom,"[315, 48, 899, 720]",25,-1,1,7,5,aslu,val,https://www.youtube.com/watch?v=GSRwDBAFh70,0,05305
2762,bathroom,"[179, 7, 473, 370]",25,-1,1,8,88,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BA/BATHROOM-32.mp4,0,65148
2763,bathroom,"[100, 20, 383, 360]",25,-1,1,9,109,asllex,train,https://youtu.be/cI3AyC9DfWQ,0,67394
2764,bathroom,"[141, 38, 397, 344]",25,-1,1,11,64,aslu,train,https://www.youtube.com/watch?v=tk5XZhfgfcc,0,05307
2765,bathroom,"[16, 3, 260, 240]",25,-1,1,12,44,aslpro,train,http://www.aslpro.com/main/b/bathroom_portable.swf,0,05308
2766,bathroom,"[36, 22, 209, 240]",25,-1,1,13,16,aslpro,val,http://www.aslpro.com/main/b/bathroom.swf,0,05309
2767,bathroom,"[157, 51, 544, 400]",25,-1,1,14,12,aslsearch,train,http://www.aslsearch.com/signs/videos/bathroom.mp4,0,05310
2768,bathroom,"[52, 14, 239, 240]",25,-1,1,15,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/92604.mp4,0,05297
2769,bathroom,"[165, 16, 525, 414]",25,-1,1,16,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/bathroom.mp4,0,05298
2770,blanket,"[0, 0, 360, 240]",25,3255,3189,0,9,asl5200,test,https://www.youtube.com/watch?v=pDqITge_TGs,0,06550
2771,blanket,"[638, 94, 1852, 1080]",25,-1,1,1,39,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Blanket-56AEFvJQNKM.mp4,0,06553
2772,blanket,"[387, 45, 1893, 1080]",25,-1,1,2,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Blanket-PGnWLYRHS4Y.mp4,0,06554
2773,blanket,"[103, 13, 524, 480]",25,-1,1,3,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466682724.4542.mp4,0,06555
2774,blanket,"[31, 2, 272, 240]",25,-1,1,5,14,handspeak,train,https://www.handspeak.com/word/b/blanket.mp4,0,06557
2775,blanket,"[47, 16, 237, 192]",25,-1,1,6,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/24/24250.mp4,0,06558
2776,blanket,"[52, 7, 222, 192]",25,-1,1,7,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9933.mp4,0,06559
2777,blanket,"[147, 23, 514, 370]",25,-1,1,8,90,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BL/BLANKET-40.mp4,0,65204
2778,blanket,"[165, 24, 509, 370]",25,-1,1,9,90,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BL/BLANKET-41.mp4,0,65205
2779,blanket,"[78, 15, 446, 360]",25,-1,1,10,109,asllex,train,https://youtu.be/zvl9WNR_Jco,0,67415
2780,blanket,"[320, 35, 1029, 720]",25,-1,1,11,5,aslu,train,https://www.youtube.com/watch?v=M4dD1mvydVw,0,06560
2781,blanket,"[0, 0, 245, 234]",25,-1,1,12,25,aslpro,train,http://www.aslpro.com/main/b/blanket_electric.swf,0,06561
2782,blanket,"[0, 0, 237, 234]",25,-1,1,13,25,aslpro,val,http://www.aslpro.com/main/b/blanket.swf,0,06562
2783,blanket,"[152, 51, 559, 400]",25,-1,1,14,12,aslsearch,train,http://www.aslsearch.com/signs/videos/blanket.mp4,0,06563
2784,blanket,"[373, 54, 798, 720]",25,-1,1,15,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/blanket.mp4,0,06551
2785,blanket,"[489, 59, 1920, 1080]",25,-1,1,16,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Blanket%202-TpMWkAVN-yo.mp4,0,06552
2786,buy,"[0, 0, 360, 240]",25,5428,5392,0,9,asl5200,test,https://www.youtube.com/watch?v=pDqITge_TGs,0,08478
2787,buy,"[512, 62, 1374, 1080]",25,-1,1,1,115,aslbrick,test,http://aslbricks.org/New/ASL-Videos/buy.mp4,0,69255
2788,buy,"[333, 21, 930, 720]",25,62,1,2,115,lillybauer,train,https://www.youtube.com/watch?v=irVfUAKKYpg,0,68566
2789,buy,"[68, 14, 215, 192]",25,-1,1,3,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6442.mp4,0,08488
2790,buy,"[355, 42, 974, 720]",25,-1,1,4,5,aslu,train,https://www.youtube.com/watch?v=wEPDfmy2M8w,0,08489
2791,buy,"[92, 12, 426, 360]",25,-1,1,5,5,aslu,val,https://www.youtube.com/watch?v=-XubDLk1b10,0,08490
2792,buy,"[13, 22, 213, 240]",25,-1,1,6,16,aslpro,train,http://www.aslpro.com/main/b/buy.swf,0,08491
2793,buy,"[178, 40, 483, 370]",25,-1,1,7,93,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BU/BUY-424.mp4,0,65282
2794,buy,"[55, 0, 265, 240]",25,-1,1,8,26,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/125647.mp4,0,08482
2795,buy,"[82, 19, 378, 360]",25,-1,1,9,109,asllex,train,https://youtu.be/-dvQ-z8mVlM,0,67453
2796,buy,"[231, 40, 486, 400]",25,-1,1,10,41,aslsearch,train,http://www.aslsearch.com/signs/videos/buy.mp4,0,08492
2797,buy,"[210, 16, 527, 414]",25,-1,1,11,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/buy.mp4,0,08483
2798,buy,"[720, 71, 1645, 1080]",25,-1,1,12,32,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Buy%202-8DpqiNo5tl4.mp4,0,08484
2799,buy,"[441, 65, 911, 720]",25,-1,1,13,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Buy.mp4,0,08485
2800,buy,"[74, 28, 524, 480]",25,-1,1,14,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466725657.9852.mp4,0,08486
2801,buy,"[67, 12, 254, 240]",25,-1,1,15,14,handspeak,train,https://www.handspeak.com/word/b/buy.mp4,0,08487
2802,call,"[169, 13, 457, 370]",25,-1,1,0,90,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CALL-65.mp4,0,65290
2803,call,"[67, 11, 215, 192]",25,-1,1,4,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/8/8872.mp4,1,08706
2804,call,"[51, 14, 208, 192]",25,-1,1,6,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/9/9229.mp4,1,08707
2805,call,"[153, 6, 467, 370]",25,-1,1,11,104,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/E(/E(call)-1909.mp4,0,65556
2806,call,"[162, 51, 538, 400]",25,-1,1,13,12,aslsearch,train,http://www.aslsearch.com/signs/videos/call.mp4,0,08713
2807,call,"[523, 23, 1639, 1080]",25,-1,1,14,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Call%20copy-Y2Mgkkiy_xA.mp4,1,08689
2808,call,"[741, 149, 1483, 1080]",25,-1,1,15,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Call-ypM7UO3bocI.mp4,0,08690
2809,call,"[96, 17, 536, 480]",25,-1,1,16,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466726118.1106.mp4,1,08691
2810,call,"[22, 19, 586, 480]",25,-1,1,17,17,asldeafined,train,https://media.asldeafined.com/vocabulary/1471143923.4012.mp4,1,08692
2811,call,"[85, 23, 532, 480]",25,-1,1,19,15,asldeafined,val,https://media.asldeafined.com/vocabulary/1527808150.9457.mp4,0,08694
2812,call,"[5, 1, 279, 240]",25,-1,1,20,14,handspeak,train,https://www.handspeak.com/word/c/call-me-phone.mp4,1,08695
2813,call,"[102, 19, 383, 360]",25,-1,1,23,109,asllex,val,https://youtu.be/oroJy8hOvpc,0,67460
2814,call,"[23, 5, 294, 240]",25,-1,1,24,14,handspeak,train,https://www.handspeak.com/word/c/call-phone2.mp4,0,08697
2815,call,"[37, 3, 280, 240]",25,-1,1,25,20,handspeak,train,https://www.handspeak.com/word/c/call-phone.mp4,1,08698
2816,call,"[57, 13, 216, 192]",25,-1,1,28,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/6/6738.mp4,0,08701
2817,call,"[75, 14, 229, 192]",25,-1,1,29,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6918.mp4,0,08702
2818,coffee,"[0, 0, 360, 240]",25,4250,4194,0,9,asl5200,test,https://www.youtube.com/watch?v=PPmQd2zWdP0,0,11552
2819,coffee,"[154, 38, 395, 360]",25,4919,4817,1,121,northtexas,test,https://www.youtube.com/watch?v=CSj7IScvZnE,0,70298
2820,coffee,"[167, 26, 486, 480]",25,4075,3949,2,121,northtexas,train,https://www.youtube.com/watch?v=sErq0TJMKEo,0,70033
2821,coffee,"[107, 0, 1171, 720]",25,-1,1,3,109,valencia-asl,train,https://www.youtube.com/watch?v=vcB472PRkJM,0,68025
2822,coffee,"[114, 20, 523, 356]",25,106,1,4,113,lillybauer,train,https://www.youtube.com/watch?v=xFRvV_RkEQI,0,69024
2823,coffee,"[0, 7, 242, 240]",25,-1,1,5,25,aslpro,val,http://www.aslpro.com/main/c/coffee.swf,0,11565
2824,coffee,"[191, 55, 560, 400]",25,-1,1,6,12,aslsearch,train,http://www.aslsearch.com/signs/videos/coffee.mp4,0,11566
2825,coffee,"[193, 34, 462, 370]",25,-1,1,7,92,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COFFEE-2035.mp4,0,65375
2826,coffee,"[48, 10, 252, 240]",25,-1,1,8,0,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/74941.mp4,0,11558
2827,coffee,"[135, 20, 376, 360]",25,-1,1,9,109,asllex,train,https://youtu.be/dBm92x_A4M4,0,67510
2828,coffee,"[421, 59, 808, 720]",25,-1,1,10,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/coffee.mp4,0,11559
2829,coffee,"[380, 12, 734, 480]",25,-1,1,11,70,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20coffee-zjqRswd2CkM.mp4,0,11560
2830,coffee,"[128, 22, 520, 480]",25,-1,1,12,59,asldeafined,val,https://media.asldeafined.com/vocabulary/1466899664.8061.mp4,0,11561
2831,coffee,"[112, 0, 563, 480]",25,-1,1,13,20,handspeak,train,https://www.handspeak.com/word/c/coffee.mp4,0,11562
2832,coffee,"[89, 14, 228, 192]",25,-1,1,14,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/7/7924.mp4,0,11563
2833,coffee,"[364, 38, 973, 720]",25,-1,1,15,5,aslu,train,https://www.youtube.com/watch?v=1wk1W5GuGiI,0,11564
2834,cold,"[129, 16, 476, 370]",25,-1,1,0,99,aslsignbank,test,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COLD-432.mp4,0,65377
2835,cold,"[180, 57, 551, 400]",25,-1,1,1,12,aslsearch,test,http://www.aslsearch.com/signs/videos/cold.mp4,0,11638
2836,cold,"[210, 16, 540, 414]",25,-1,1,2,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cold.mp4,0,11622
2837,cold,"[380, 16, 825, 480]",25,-1,1,3,52,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20cold%203-YldGtQZmZYU.mp4,0,11623
2838,cold,"[593, 70, 1468, 1080]",25,-1,1,4,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cold-u2a1DwJhmrQ.mp4,0,11624
2839,cold,"[624, 133, 1621, 1072]",25,-1,1,5,39,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cold-V5nv_yk_Ah8.mp4,0,11625
2840,cold,"[411, 31, 1128, 720]",25,-1,1,7,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Cold.mp4,0,11627
2841,cold,"[116, 29, 513, 480]",25,-1,1,8,59,asldeafined,val,https://media.asldeafined.com/vocabulary/1466899767.7689.mp4,0,11628
2842,cold,"[110, 0, 584, 480]",25,-1,1,10,20,handspeak,train,https://www.handspeak.com/word/c/cold-brr.mp4,0,11630
2843,cold,"[59, 16, 263, 240]",25,-1,1,11,56,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/399313.mp4,0,11621
2844,cold,"[103, 20, 387, 360]",25,-1,1,12,109,asllex,train,https://youtu.be/EQJ7BYa01Co,0,67513
2845,cold,"[88, 22, 216, 192]",25,-1,1,15,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22759.mp4,0,11633
2846,cold,"[65, 21, 233, 192]",25,-1,1,16,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/22/22867.mp4,0,11634
2847,cold,"[79, 16, 221, 192]",25,-1,1,17,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/7/7159.mp4,0,11635
2848,cold,"[219, 84, 932, 720]",25,-1,1,18,65,nabboud,train,https://www.youtube.com/watch?v=trlv3hkAQsQ,0,11636
